<,rank,date,main_artist,featured_artist_1,featured_artist_2,featured_artist_3,song,semanas_en_rank,peak_rank,artist_full,popularity,duration_ms,explicit,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cantidad_de_features
656265,28,27/11/2010,Eminem,Rihanna,,,Love The Way You Lie,29,1,Eminem & Rihanna,83,263373,si,18/06/2010,0.749,0.925,-5.034,0.227,0.241,0,0.52,0.641,86.989,1
664753,29,27/11/2010,Wiz Khalifa,,,,Black And Yellow,25,1,Wiz Khalifa,,,si,14/09/2010,,,,,,,,,,1
667121,30,27/11/2010,Bruno Mars,,,,Grenade,36,1,Bruno Mars,30,223253,no,28/09/2010,0.706,0.558,-7.237,0.0596,0.146,0,0.118,0.228,110.444,1
667121,30,27/11/2010,Bruno Mars,,,,Grenade,36,1,Bruno Mars,78,223253,no,28/09/2010,0.706,0.558,-7.237,0.0593,0.146,0,0.118,0.227,110.443,1
667121,30,27/11/2010,Bruno Mars,,,,Grenade,36,1,Bruno Mars,78,223253,no,28/09/2010,0.706,0.558,-7.237,0.0593,0.146,0,0.118,0.227,110.443,1
667121,30,27/11/2010,Bruno Mars,,,,Grenade,36,1,Bruno Mars,20,223253,no,28/09/2010,0.706,0.558,-7.237,0.0596,0.146,0,0.118,0.228,110.444,1
664305,44,27/11/2010,Pitbull,T-Pain,,,Hey Baby (Drop It To The Floor),31,7,Pitbull & T-Pain,,,no,14/09/2010,,,,,,,,,,1
644778,48,27/11/2010,Mike Posner,,,,Cooler Than Me,29,6,Mike Posner,,,no,16/04/2010,,,,,,,,,,1
652477,50,27/11/2010,Katy Perry,Snoop Dogg,,,California Gurls,27,1,Katy Perry & Snoop Dogg,65,234653,no,07/05/2010,0.788,0.753,-3.71,0.0536,0.0038,0,0.18,0.403,125.005,1
652477,50,27/11/2010,Katy Perry,Snoop Dogg,,,California Gurls,27,1,Katy Perry & Snoop Dogg,75,234653,no,07/05/2010,0.791,0.754,-3.729,0.0569,0.00446,0,0.163,0.425,125.014,1
652477,50,27/11/2010,Katy Perry,Snoop Dogg,,,California Gurls,27,1,Katy Perry & Snoop Dogg,67,234653,no,07/05/2010,0.788,0.753,-3.71,0.0536,0.0038,0,0.18,0.403,125.005,1
652477,50,27/11/2010,Katy Perry,Snoop Dogg,,,California Gurls,27,1,Katy Perry & Snoop Dogg,49,234653,no,07/05/2010,0.788,0.753,-3.727,0.0551,0.00399,0,0.184,0.417,125.012,1
652477,50,27/11/2010,Katy Perry,Snoop Dogg,,,California Gurls,27,1,Katy Perry & Snoop Dogg,41,234653,no,07/05/2010,0.788,0.753,-3.71,0.0536,0.0038,0,0.18,0.403,125.005,1
652477,50,27/11/2010,Katy Perry,Snoop Dogg,,,California Gurls,27,1,Katy Perry & Snoop Dogg,38,234653,no,07/05/2010,0.788,0.753,-3.71,0.0536,0.0038,0,0.18,0.403,125.005,1
638624,53,27/11/2010,Ke$ha,,,,Take It Off,20,8,Ke$ha,,,no,01/01/2010,,,,,,,,,,1
671041,57,27/11/2010,Lupe Fiasco,,,,The Show Goes On,33,9,Lupe Fiasco,73,239613,si,26/10/2010,0.591,0.889,-3.839,0.115,0.0189,0,0.155,0.65,143.067,1
664106,67,27/11/2010,Jeremih,50 Cent,,,Down On Me,33,4,Jeremih & 50 Cent,73,228453,no,28/09/2010,0.7,0.598,-7.783,0.114,0.0369,0,0.111,0.594,160.041,1
669403,74,27/11/2010,Taylor Swift,,,,Back To December,20,6,Taylor Swift,68,293040,no,12/10/2010,0.517,0.606,-5.797,0.0289,0.0202,0,0.324,0.296,141.929,1
669403,74,27/11/2010,Taylor Swift,,,,Back To December,20,6,Taylor Swift,65,293027,no,12/10/2010,0.529,0.67,-4.663,0.0303,0.117,0,0.334,0.286,141.893,1
669403,74,27/11/2010,Taylor Swift,,,,Back To December,20,6,Taylor Swift,59,293027,no,12/10/2010,0.529,0.67,-4.663,0.0303,0.117,0,0.334,0.286,141.893,1
669403,74,27/11/2010,Taylor Swift,,,,Back To December,20,6,Taylor Swift,50,293040,no,12/10/2010,0.517,0.606,-5.797,0.0289,0.0202,0,0.324,0.296,141.929,1
669403,74,27/11/2010,Taylor Swift,,,,Back To December,20,6,Taylor Swift,43,293040,no,12/10/2010,0.525,0.676,-4.684,0.0294,0.113,0,0.294,0.281,141.95,1
664788,1,04/12/2010,Rihanna,,,,Only Girl (In The World),27,1,Rihanna,75,235493,no,10/09/2010,0.789,0.706,-4.233,0.0429,0.112,1.71E-05,0.0586,0.638,125.911,1
664788,1,04/12/2010,Rihanna,,,,Only Girl (In The World),27,1,Rihanna,74,235493,no,10/09/2010,0.789,0.716,-4.241,0.0432,0.129,1.07E-05,0.069,0.611,125.906,1
664788,1,04/12/2010,Rihanna,,,,Only Girl (In The World),27,1,Rihanna,59,235520,no,10/09/2010,0.786,0.716,-4.253,0.0409,0.102,1.72E-05,0.0557,0.595,125.921,1
664788,1,04/12/2010,Rihanna,,,,Only Girl (In The World),27,1,Rihanna,55,235493,no,10/09/2010,0.788,0.71,-4.24,0.0426,0.113,1.22E-05,0.0638,0.632,125.919,1
667801,2,04/12/2010,P!nk,,,,Raise Your Glass,30,1,P!nk,79,202960,si,05/10/2010,0.7,0.709,-5.006,0.0839,0.0048,0,0.0289,0.625,122.019,1
667801,2,04/12/2010,P!nk,,,,Raise Your Glass,30,1,P!nk,18,203333,si,05/10/2010,0.7,0.695,-4.973,0.0897,0.00629,0,0.0319,0.633,122.028,1
667801,2,04/12/2010,P!nk,,,,Raise Your Glass,30,1,P!nk,57,202850,si,05/10/2010,0.7,0.708,-4.952,0.087,0.00624,0,0.0345,0.619,122.031,1
642518,3,04/12/2010,Far*East Movement,Cataracs,Dev,,Like A G6,26,1,Far*East Movement & Cataracs & Dev,,,no,13/04/2010,,,,,,,,,,2
668837,4,04/12/2010,Ke$ha,,,,We R Who We R,20,1,Ke$ha,,,si,22/10/2010,,,,,,,,,,1
661094,5,04/12/2010,Nelly,,,,Just A Dream,28,3,Nelly,75,237800,no,16/08/2010,0.531,0.752,-6.161,0.0305,0.0421,0,0.12,0.103,89.917,1
661094,5,04/12/2010,Nelly,,,,Just A Dream,28,3,Nelly,48,237813,no,16/08/2010,0.462,0.761,-6.169,0.0331,0.0426,0,0.123,0.112,180.048,1
661094,5,04/12/2010,Nelly,,,,Just A Dream,28,3,Nelly,35,237800,no,16/08/2010,0.5,0.752,-6.161,0.0307,0.0421,0,0.12,0.102,89.874,1
663560,6,04/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,72,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,6,04/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,75,227880,no,26/10/2010,0.638,0.826,-4.968,0.0479,0.139,0,0.0803,0.649,124.072,1
663560,6,04/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,67,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,6,04/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,55,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,6,04/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,51,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,6,04/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,2,229773,no,26/10/2010,0.636,0.832,-4.994,0.0478,0.141,0,0.0832,0.617,124.089,1
663560,6,04/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,46,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
660203,7,04/12/2010,Bruno Mars,,,,Just The Way You Are,48,1,Bruno Mars,43,220293,no,20/06/2010,0.636,0.847,-5.417,0.0439,0.0132,0,0.105,0.455,109.028,1
668838,8,04/12/2010,Rihanna,Drake,,,What's My Name?,22,1,Rihanna & Drake,70,263173,no,26/10/2010,0.692,0.786,-2.959,0.069,0.23,0,0.0797,0.583,100.025,1
668838,8,04/12/2010,Rihanna,Drake,,,What's My Name?,22,1,Rihanna & Drake,68,263173,no,26/10/2010,0.689,0.784,-2.972,0.074,0.182,0,0.0843,0.561,99.954,1
668838,8,04/12/2010,Rihanna,Drake,,,What's My Name?,22,1,Rihanna & Drake,57,263173,no,26/10/2010,0.69,0.786,-2.959,0.0692,0.229,0,0.0797,0.583,100.049,1
668838,8,04/12/2010,Rihanna,Drake,,,What's My Name?,22,1,Rihanna & Drake,53,263173,no,26/10/2010,0.695,0.782,-2.967,0.0629,0.223,0,0.0773,0.595,99.992,1
663371,9,04/12/2010,CeeLo Green,,,,F**k You! (Forget You),48,2,CeeLo Green,,,no,19/08/2010,,,,,,,,,,1
659601,10,04/12/2010,Trey Songz,Nicki Minaj,,,Bottoms Up,26,6,Trey Songz & Nicki Minaj,,,si,27/06/2010,,,,,,,,,,1
659199,12,04/12/2010,Usher,Pitbull,,,DJ Got Us Fallin' In Love,34,4,Usher & Pitbull,,,si,13/07/2010,,,,,,,,,,1
669646,13,04/12/2010,The Black Eyed Peas,,,,The Time (Dirty Bit),20,4,The Black Eyed Peas,,,no,23/11/2010,,,,,,,,,,1
653218,14,04/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,80,202613,no,30/05/2010,0.751,0.783,-3.724,0.0859,0.00379,0,0.036,0.816,119.975,1
653218,14,04/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,5,203053,no,30/05/2010,0.76,0.795,-3.186,0.0912,0.00769,0,0.0332,0.834,119.987,1
653218,14,04/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,3,203053,no,30/05/2010,0.76,0.795,-3.186,0.0912,0.00769,0,0.0332,0.834,119.987,1
653218,14,04/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,55,202627,no,30/05/2010,0.755,0.792,-3.697,0.0817,0.00462,0,0.0307,0.868,119.982,1
653218,14,04/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,74,203867,no,30/05/2010,0.754,0.804,-3.177,0.0853,0.00332,0,0.0329,0.818,119.968,1
653218,14,04/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,1,203053,no,30/05/2010,0.76,0.795,-3.186,0.0912,0.00769,0,0.0332,0.834,119.987,1
653218,14,04/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,43,202613,no,30/05/2010,0.751,0.78,-3.725,0.0864,0.0039,0,0.0354,0.814,119.98,1
660369,15,04/12/2010,Katy Perry,,,,Teenage Dream,33,1,Katy Perry,67,227741,no,23/07/2010,0.719,0.798,-4.582,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,1
660369,15,04/12/2010,Katy Perry,,,,Teenage Dream,33,1,Katy Perry,71,227760,no,23/07/2010,0.719,0.804,-4.581,0.0355,0.0132,3.02E-06,0.139,0.605,119.999,1
660369,15,04/12/2010,Katy Perry,,,,Teenage Dream,33,1,Katy Perry,70,227741,no,23/07/2010,0.719,0.798,-4.582,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,1
660369,15,04/12/2010,Katy Perry,,,,Teenage Dream,33,1,Katy Perry,49,227741,no,23/07/2010,0.719,0.798,-4.582,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,1
660369,15,04/12/2010,Katy Perry,,,,Teenage Dream,33,1,Katy Perry,40,227741,no,23/07/2010,0.719,0.798,-4.582,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,1
660369,15,04/12/2010,Katy Perry,,,,Teenage Dream,33,1,Katy Perry,37,227741,no,23/07/2010,0.719,0.798,-4.582,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,1
667121,17,04/12/2010,Bruno Mars,,,,Grenade,36,1,Bruno Mars,30,223253,no,28/09/2010,0.706,0.558,-7.237,0.0596,0.146,0,0.118,0.228,110.444,1
667121,17,04/12/2010,Bruno Mars,,,,Grenade,36,1,Bruno Mars,78,223253,no,28/09/2010,0.706,0.558,-7.237,0.0593,0.146,0,0.118,0.227,110.443,1
667121,17,04/12/2010,Bruno Mars,,,,Grenade,36,1,Bruno Mars,78,223253,no,28/09/2010,0.706,0.558,-7.237,0.0593,0.146,0,0.118,0.227,110.443,1
667121,17,04/12/2010,Bruno Mars,,,,Grenade,36,1,Bruno Mars,20,223253,no,28/09/2010,0.706,0.558,-7.237,0.0596,0.146,0,0.118,0.228,110.444,1
656266,19,04/12/2010,Flo Rida,David Guetta,,,Club Can't Handle Me,29,9,Flo Rida & David Guetta,37,232133,no,28/06/2010,0.605,0.844,-3.958,0.0312,0.00302,0,0.263,0.503,128.002,1
652272,21,04/12/2010,Enrique Iglesias,Pitbull,,,I Like It,38,4,Enrique Iglesias & Pitbull,65,231373,no,03/05/2010,0.648,0.942,-2.881,0.0878,0.021,0,0.0594,0.73,129.007,1
652272,21,04/12/2010,Enrique Iglesias,Pitbull,,,I Like It,38,4,Enrique Iglesias & Pitbull,66,231787,no,03/05/2010,0.646,0.94,-2.856,0.0838,0.0209,0,0.0691,0.704,129.011,1
664753,25,04/12/2010,Wiz Khalifa,,,,Black And Yellow,25,1,Wiz Khalifa,,,si,14/09/2010,,,,,,,,,,1
661753,29,04/12/2010,Lil Wayne,Drake,,,Right Above It,24,6,Lil Wayne & Drake,70,271947,si,17/08/2010,0.376,0.841,-4.348,0.356,0.0435,0,0.578,0.463,76.052,1
661753,29,04/12/2010,Lil Wayne,Drake,,,Right Above It,24,6,Lil Wayne & Drake,41,271947,si,17/08/2010,0.376,0.841,-4.348,0.356,0.0435,0,0.578,0.463,76.052,1
661753,29,04/12/2010,Lil Wayne,Drake,,,Right Above It,24,6,Lil Wayne & Drake,51,271947,si,17/08/2010,0.345,0.841,-4.348,0.367,0.0435,0,0.578,0.461,72.351,1
656265,30,04/12/2010,Eminem,Rihanna,,,Love The Way You Lie,29,1,Eminem & Rihanna,83,263373,si,18/06/2010,0.749,0.925,-5.034,0.227,0.241,0,0.52,0.641,86.989,1
661729,33,04/12/2010,Taylor Swift,,,,Mine,23,3,Taylor Swift,64,230773,no,04/08/2010,0.621,0.78,-2.934,0.0297,0.00327,4.55E-06,0.184,0.672,121.038,1
661729,33,04/12/2010,Taylor Swift,,,,Mine,23,3,Taylor Swift,39,230773,no,04/08/2010,0.621,0.78,-2.934,0.0297,0.00327,4.55E-06,0.184,0.672,121.038,1
661729,33,04/12/2010,Taylor Swift,,,,Mine,23,3,Taylor Swift,66,230707,no,04/08/2010,0.624,0.757,-2.94,0.0296,0.00265,1.87E-06,0.189,0.658,121.07,1
661729,33,04/12/2010,Taylor Swift,,,,Mine,23,3,Taylor Swift,59,230707,no,04/08/2010,0.624,0.757,-2.94,0.0296,0.00265,1.87E-06,0.189,0.658,121.07,1
661729,33,04/12/2010,Taylor Swift,,,,Mine,23,3,Taylor Swift,54,231867,no,04/08/2010,0.623,0.78,-2.939,0.0307,0.00342,2.07E-06,0.143,0.635,121.061,1
672407,36,04/12/2010,Glee Cast,,,,Teenage Dream,3,8,Glee Cast,,,si,09/11/2010,,,,,,,,,,1
664305,40,04/12/2010,Pitbull,T-Pain,,,Hey Baby (Drop It To The Floor),31,7,Pitbull & T-Pain,,,no,14/09/2010,,,,,,,,,,1
987506,53,04/12/2010,Rihanna,Britney Spears,,,S&M,26,1,Rihanna & Britney Spears,,,si,12/11/2010,,,,,,,,,,1
638624,55,04/12/2010,Ke$ha,,,,Take It Off,20,8,Ke$ha,,,no,01/01/2010,,,,,,,,,,1
669403,67,04/12/2010,Taylor Swift,,,,Back To December,20,6,Taylor Swift,68,293040,no,12/10/2010,0.517,0.606,-5.797,0.0289,0.0202,0,0.324,0.296,141.929,1
669403,67,04/12/2010,Taylor Swift,,,,Back To December,20,6,Taylor Swift,65,293027,no,12/10/2010,0.529,0.67,-4.663,0.0303,0.117,0,0.334,0.286,141.893,1
669403,67,04/12/2010,Taylor Swift,,,,Back To December,20,6,Taylor Swift,59,293027,no,12/10/2010,0.529,0.67,-4.663,0.0303,0.117,0,0.334,0.286,141.893,1
669403,67,04/12/2010,Taylor Swift,,,,Back To December,20,6,Taylor Swift,50,293040,no,12/10/2010,0.517,0.606,-5.797,0.0289,0.0202,0,0.324,0.296,141.929,1
669403,67,04/12/2010,Taylor Swift,,,,Back To December,20,6,Taylor Swift,43,293040,no,12/10/2010,0.525,0.676,-4.684,0.0294,0.113,0,0.294,0.281,141.95,1
664106,70,04/12/2010,Jeremih,50 Cent,,,Down On Me,33,4,Jeremih & 50 Cent,73,228453,no,28/09/2010,0.7,0.598,-7.783,0.114,0.0369,0,0.111,0.594,160.041,1
671041,86,04/12/2010,Lupe Fiasco,,,,The Show Goes On,33,9,Lupe Fiasco,73,239613,si,26/10/2010,0.591,0.889,-3.839,0.115,0.0189,0,0.155,0.65,143.067,1
675218,97,04/12/2010,Ke$ha,,,,Blow,26,7,Ke$ha,,,no,12/11/2010,,,,,,,,,,1
667801,1,11/12/2010,P!nk,,,,Raise Your Glass,30,1,P!nk,79,202960,si,05/10/2010,0.7,0.709,-5.006,0.0839,0.0048,0,0.0289,0.625,122.019,1
667801,1,11/12/2010,P!nk,,,,Raise Your Glass,30,1,P!nk,18,203333,si,05/10/2010,0.7,0.695,-4.973,0.0897,0.00629,0,0.0319,0.633,122.028,1
667801,1,11/12/2010,P!nk,,,,Raise Your Glass,30,1,P!nk,57,202850,si,05/10/2010,0.7,0.708,-4.952,0.087,0.00624,0,0.0345,0.619,122.031,1
663560,2,11/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,72,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,2,11/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,75,227880,no,26/10/2010,0.638,0.826,-4.968,0.0479,0.139,0,0.0803,0.649,124.072,1
663560,2,11/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,67,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,2,11/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,55,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,2,11/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,51,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,2,11/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,2,229773,no,26/10/2010,0.636,0.832,-4.994,0.0478,0.141,0,0.0832,0.617,124.089,1
663560,2,11/12/2010,Katy Perry,,,,Firework,39,1,Katy Perry,46,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
664788,3,11/12/2010,Rihanna,,,,Only Girl (In The World),27,1,Rihanna,75,235493,no,10/09/2010,0.789,0.706,-4.233,0.0429,0.112,1.71E-05,0.0586,0.638,125.911,1
664788,3,11/12/2010,Rihanna,,,,Only Girl (In The World),27,1,Rihanna,74,235493,no,10/09/2010,0.789,0.716,-4.241,0.0432,0.129,1.07E-05,0.069,0.611,125.906,1
664788,3,11/12/2010,Rihanna,,,,Only Girl (In The World),27,1,Rihanna,59,235520,no,10/09/2010,0.786,0.716,-4.253,0.0409,0.102,1.72E-05,0.0557,0.595,125.921,1
664788,3,11/12/2010,Rihanna,,,,Only Girl (In The World),27,1,Rihanna,55,235493,no,10/09/2010,0.788,0.71,-4.24,0.0426,0.113,1.22E-05,0.0638,0.632,125.919,1
660203,4,11/12/2010,Bruno Mars,,,,Just The Way You Are,48,1,Bruno Mars,43,220293,no,20/06/2010,0.636,0.847,-5.417,0.0439,0.0132,0,0.105,0.455,109.028,1
668838,5,11/12/2010,Rihanna,Drake,,,What's My Name?,22,1,Rihanna & Drake,70,263173,no,26/10/2010,0.692,0.786,-2.959,0.069,0.23,0,0.0797,0.583,100.025,1
668838,5,11/12/2010,Rihanna,Drake,,,What's My Name?,22,1,Rihanna & Drake,68,263173,no,26/10/2010,0.689,0.784,-2.972,0.074,0.182,0,0.0843,0.561,99.954,1
668838,5,11/12/2010,Rihanna,Drake,,,What's My Name?,22,1,Rihanna & Drake,57,263173,no,26/10/2010,0.69,0.786,-2.959,0.0692,0.229,0,0.0797,0.583,100.049,1
668838,5,11/12/2010,Rihanna,Drake,,,What's My Name?,22,1,Rihanna & Drake,53,263173,no,26/10/2010,0.695,0.782,-2.967,0.0629,0.223,0,0.0773,0.595,99.992,1
668837,6,11/12/2010,Ke$ha,,,,We R Who We R,20,1,Ke$ha,,,si,22/10/2010,,,,,,,,,,1
642518,7,11/12/2010,Far*East Movement,Cataracs,Dev,,Like A G6,26,1,Far*East Movement & Cataracs & Dev,,,no,13/04/2010,,,,,,,,,,2
661094,8,11/12/2010,Nelly,,,,Just A Dream,28,3,Nelly,75,237800,no,16/08/2010,0.531,0.752,-6.161,0.0305,0.0421,0,0.12,0.103,89.917,1
661094,8,11/12/2010,Nelly,,,,Just A Dream,28,3,Nelly,48,237813,no,16/08/2010,0.462,0.761,-6.169,0.0331,0.0426,0,0.123,0.112,180.048,1
661094,8,11/12/2010,Nelly,,,,Just A Dream,28,3,Nelly,35,237800,no,16/08/2010,0.5,0.752,-6.161,0.0307,0.0421,0,0.12,0.102,89.874,1
669646,9,11/12/2010,The Black Eyed Peas,,,,The Time (Dirty Bit),20,4,The Black Eyed Peas,,,no,23/11/2010,,,,,,,,,,1
667121,10,11/12/2010,Bruno Mars,,,,Grenade,36,1,Bruno Mars,30,223253,no,28/09/2010,0.706,0.558,-7.237,0.0596,0.146,0,0.118,0.228,110.444,1
667121,10,11/12/2010,Bruno Mars,,,,Grenade,36,1,Bruno Mars,78,223253,no,28/09/2010,0.706,0.558,-7.237,0.0593,0.146,0,0.118,0.227,110.443,1
667121,10,11/12/2010,Bruno Mars,,,,Grenade,36,1,Bruno Mars,78,223253,no,28/09/2010,0.706,0.558,-7.237,0.0593,0.146,0,0.118,0.227,110.443,1
667121,10,11/12/2010,Bruno Mars,,,,Grenade,36,1,Bruno Mars,20,223253,no,28/09/2010,0.706,0.558,-7.237,0.0596,0.146,0,0.118,0.228,110.444,1
659601,11,11/12/2010,Trey Songz,Nicki Minaj,,,Bottoms Up,26,6,Trey Songz & Nicki Minaj,,,si,27/06/2010,,,,,,,,,,1
659199,12,11/12/2010,Usher,Pitbull,,,DJ Got Us Fallin' In Love,34,4,Usher & Pitbull,,,si,13/07/2010,,,,,,,,,,1
653218,13,11/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,80,202613,no,30/05/2010,0.751,0.783,-3.724,0.0859,0.00379,0,0.036,0.816,119.975,1
653218,13,11/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,5,203053,no,30/05/2010,0.76,0.795,-3.186,0.0912,0.00769,0,0.0332,0.834,119.987,1
653218,13,11/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,3,203053,no,30/05/2010,0.76,0.795,-3.186,0.0912,0.00769,0,0.0332,0.834,119.987,1
653218,13,11/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,55,202627,no,30/05/2010,0.755,0.792,-3.697,0.0817,0.00462,0,0.0307,0.868,119.982,1
653218,13,11/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,74,203867,no,30/05/2010,0.754,0.804,-3.177,0.0853,0.00332,0,0.0329,0.818,119.968,1
653218,13,11/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,1,203053,no,30/05/2010,0.76,0.795,-3.186,0.0912,0.00769,0,0.0332,0.834,119.987,1
653218,13,11/12/2010,Taio Cruz,,,,Dynamite,47,2,Taio Cruz,43,202613,no,30/05/2010,0.751,0.78,-3.725,0.0864,0.0039,0,0.0354,0.814,119.98,1
660369,14,11/12/2010,Katy Perry,,,,Teenage Dream,33,1,Katy Perry,67,227741,no,23/07/2010,0.719,0.798,-4.582,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,1
660369,14,11/12/2010,Katy Perry,,,,Teenage Dream,33,1,Katy Perry,71,227760,no,23/07/2010,0.719,0.804,-4.581,0.0355,0.0132,3.02E-06,0.139,0.605,119.999,1
660369,14,11/12/2010,Katy Perry,,,,Teenage Dream,33,1,Katy Perry,70,227741,no,23/07/2010,0.719,0.798,-4.582,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,1
660369,14,11/12/2010,Katy Perry,,,,Teenage Dream,33,1,Katy Perry,49,227741,no,23/07/2010,0.719,0.798,-4.582,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,1
660369,14,11/12/2010,Katy Perry,,,,Teenage Dream,33,1,Katy Perry,40,227741,no,23/07/2010,0.719,0.798,-4.582,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,1
660369,14,11/12/2010,Katy Perry,,,,Teenage Dream,33,1,Katy Perry,37,227741,no,23/07/2010,0.719,0.798,-4.582,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,1
663371,17,11/12/2010,CeeLo Green,,,,F**k You! (Forget You),48,2,CeeLo Green,,,no,19/08/2010,,,,,,,,,,1
671333,18,11/12/2010,Enrique Iglesias,Ludacris,DJ Frank E,,Tonight (I'm Lovin' You),25,4,Enrique Iglesias & Ludacris & DJ Frank E,50,231293,no,22/11/2010,0.651,0.884,-3.986,0.0533,0.0242,5.36E-06,0.202,0.285,125.941,2
664753,19,11/12/2010,Wiz Khalifa,,,,Black And Yellow,25,1,Wiz Khalifa,,,si,14/09/2010,,,,,,,,,,1
652272,20,11/12/2010,Enrique Iglesias,Pitbull,,,I Like It,38,4,Enrique Iglesias & Pitbull,65,231373,no,03/05/2010,0.648,0.942,-2.881,0.0878,0.021,0,0.0594,0.73,129.007,1
652272,20,11/12/2010,Enrique Iglesias,Pitbull,,,I Like It,38,4,Enrique Iglesias & Pitbull,66,231787,no,03/05/2010,0.646,0.94,-2.856,0.0838,0.0209,0,0.0691,0.704,129.011,1
656266,21,11/12/2010,Flo Rida,David Guetta,,,Club Can't Handle Me,29,9,Flo Rida & David Guetta,37,232133,no,28/06/2010,0.605,0.844,-3.958,0.0312,0.00302,0,0.263,0.503,128.002,1
661753,28,11/12/2010,Lil Wayne,Drake,,,Right Above It,24,6,Lil Wayne & Drake,70,271947,si,17/08/2010,0.376,0.841,-4.348,0.356,0.0435,0,0.578,0.463,76.052,1
661753,28,11/12/2010,Lil Wayne,Drake,,,Right Above It,24,6,Lil Wayne & Drake,41,271947,si,17/08/2010,0.376,0.841,-4.348,0.356,0.0435,0,0.578,0.463,76.052,1
661753,28,11/12/2010,Lil Wayne,Drake,,,Right Above It,24,6,Lil Wayne & Drake,51,271947,si,17/08/2010,0.345,0.841,-4.348,0.367,0.0435,0,0.578,0.461,72.351,1
656265,33,11/12/2010,Eminem,Rihanna,,,Love The Way You Lie,29,1,Eminem & Rihanna,83,263373,si,18/06/2010,0.749,0.925,-5.034,0.227,0.241,0,0.52,0.641,86.989,1
661729,37,11/12/2010,Taylor Swift,,,,Mine,23,3,Taylor Swift,64,230773,no,04/08/2010,0.621,0.78,-2.934,0.0297,0.00327,4.55E-06,0.184,0.672,121.038,1
661729,37,11/12/2010,Taylor Swift,,,,Mine,23,3,Taylor Swift,39,230773,no,04/08/2010,0.621,0.78,-2.934,0.0297,0.00327,4.55E-06,0.184,0.672,121.038,1
661729,37,11/12/2010,Taylor Swift,,,,Mine,23,3,Taylor Swift,66,230707,no,04/08/2010,0.624,0.757,-2.94,0.0296,0.00265,1.87E-06,0.189,0.658,121.07,1
